Fecha,Producto,Cantidad Vendida,Precio
2024-11-06,Cubeta,6,150
2024-11-06,Sombreros,55,85
2024-11-06,Mochilas,6,250
2024-11-06,Focos,85,35
2024-11-06,Shampoo,840,100
2024-11-06,Bufandas,24,65
2024-11-06,Cortauñas,58,25
2024-11-06,Paraguas,19,120
2024-11-06,Fosforos,70,8
2024-11-06,Toallas de Papel,210,25
2024-11-06,Servilletas,467,20
2024-11-06,Peines,53,35
2024-11-06,Algodon,114,20
2024-11-06,Curitas,100,25
2024-11-06,Ambientador,74,65
2024-11-06,Tijeras,49,55
2024-11-06,Toallas Femeninas,265,70
2024-11-06,Trapeador,59,95
2024-11-06,Brochas,61,45
2024-11-06,Repelente de Insectos,59,55
2024-11-07,Tijeras,42,55
2024-11-07,Mochilas,7,250
2024-11-07,Suavizante,76,65
2024-11-07,Guantes de Limpieza,20,35
2024-11-07,Jabon,449,100
2024-11-07,Lapices,245,15
2024-11-07,Protectores Solares,24,95
2024-11-07,Maquillaje,21,95
2024-11-07,Servilletas,248,20
2024-11-07,Paraguas,12,120
2024-11-07,Limpiavidrios,58,55
2024-11-07,Aspirinas,50,35
2024-11-07,Condones,919,170
2024-11-07,Brochas,20,45
2024-11-07,Cremas,206,120
2024-11-07,Ambientador,87,65
2024-11-07,Cinta Adhesiva,110,20
2024-11-07,Pasta Dental,345,45
2024-11-07,Guantes,31,55
2024-11-07,Escoba,22,120
2024-11-07,Vitaminas,86,125
2024-11-07,Papel Higienico,571,35
2024-11-07,Esponjas,120,15
2024-11-07,Trapeador,29,95
2024-11-08,Servilletas,162,20
2024-11-08,Paraguas,19,120
2024-11-08,Bufandas,75,65
2024-11-08,Desinfectante,90,45
2024-11-08,Baterias,118,25
2024-11-08,Desodorante,957,100
2024-11-08,Cuadernos,98,45
2024-11-08,Vitaminas,45,125
2024-11-08,Sombreros,26,85
2024-11-08,Aspirinas,78,35
2024-11-08,Toallas Femeninas,416,70
2024-11-08,Cinta Adhesiva,130,20
2024-11-08,Perfume,24,180
2024-11-08,Esponjas,98,15
2024-11-08,Calcetines,108,35
2024-11-09,Servilletas,356,20
2024-11-09,Pasta Dental,144,45
2024-11-09,Espejos,33,75
2024-11-09,Guantes de Limpieza,52,35
2024-11-09,Cloro,33,40
2024-11-09,Perfume,20,180
2024-11-10,Cremas,82,120
2024-11-10,Maquillaje,56,95
2024-11-10,Limpiavidrios,40,55
2024-11-10,Cloro,38,40
2024-11-10,Fosforos,64,8
2024-11-10,Trapeador,35,95
2024-11-10,Curitas,108,25
2024-11-10,Toallas de Papel,277,25
2024-11-10,Pasta Dental,324,45
2024-11-10,Peines,91,35
2024-11-10,Alcohol,91,30
2024-11-10,Desinfectante,43,45
2024-11-10,Guantes,53,55
2024-11-10,Paraguas,13,120
2024-11-11,Baterias,81,25
2024-11-11,Espejos,14,75
2024-11-11,Escoba,43,120
2024-11-11,Guantes de Limpieza,34,35
2024-11-11,Ambientador,94,65
2024-11-11,Perfume,30,180
2024-11-11,Paraguas,35,120
2024-11-11,Sombreros,39,85
2024-11-11,Aspirinas,107,35
2024-11-11,Cremas,95,120
2024-11-11,Alcohol,77,30
2024-11-11,Cables USB,24,45
2024-11-11,Protectores Solares,31,95
2024-11-11,Cepillo,286,50
2024-11-12,Tijeras,29,55
2024-11-12,Sombreros,15,85
2024-11-12,Baterias,148,25
2024-11-12,Paraguas,12,120
2024-11-12,Limpiavidrios,94,55
2024-11-12,Suavizante,70,65
2024-11-12,Toallas de Papel,370,25
2024-11-12,Brochas,59,45
2024-11-12,Protectores Solares,38,95
2024-11-13,Guantes,57,55
2024-11-13,Brochas,45,45
2024-11-13,Alcohol,64,30
2024-11-13,Esponjas,194,15
2024-11-13,Perfume,15,180
2024-11-13,Repelente de Insectos,36,55
2024-11-13,Escoba,12,120
2024-11-13,Cremas,102,120
2024-11-13,Cloro,76,40
2024-11-13,Fosforos,63,8
2024-11-13,Bufandas,77,65
2024-11-13,Pasta Dental,151,45
2024-11-13,Jabon,448,100
2024-11-13,Desodorante,288,100
2024-11-13,Vitaminas,79,125
2024-11-13,Velas,42,30
2024-11-13,Trapeador,22,95
2024-11-13,Protectores Solares,59,95
2024-11-13,Detergente,214,75
2024-11-13,Curitas,41,25
2024-11-13,Cuadernos,65,45
2024-11-13,Enjuague Bucal,93,85
2024-11-13,Limpiavidrios,64,55
2024-11-14,Repelente de Insectos,39,55
2024-11-14,Jabon,406,100
2024-11-14,Aspirinas,84,35
2024-11-14,Toallas de Papel,486,25
2024-11-14,Algodon,115,20
2024-11-14,Pasta Dental,96,45
2024-11-14,Desodorante,641,100
2024-11-14,Calcetines,282,35
2024-11-14,Cloro,94,40
2024-11-14,Perfume,36,180
2024-11-14,Cuadernos,194,45
2024-11-14,Paraguas,20,120
2024-11-14,Guantes,64,55
2024-11-14,Guantes de Limpieza,67,35
2024-11-14,Detergente,61,75
2024-11-14,Cargadores,30,85
2024-11-14,Curitas,53,25
2024-11-15,Algodon,36,20
2024-11-15,Esponjas,81,15
2024-11-15,Velas,24,30
2024-11-15,Repelente de Insectos,45,55
2024-11-16,Aspirinas,155,35
2024-11-16,Guantes,78,55
2024-11-16,Tijeras,18,55
2024-11-16,Mochilas,18,250
2024-11-16,Protectores Solares,35,95
2024-11-16,Toallas Femeninas,359,70
2024-11-16,Bufandas,62,65
2024-11-16,Cortauñas,114,25
2024-11-17,Curitas,64,25
2024-11-17,Enjuague Bucal,146,85
2024-11-17,Cubeta,25,150
2024-11-17,Aspirinas,160,35
2024-11-17,Maquillaje,23,95
2024-11-17,Pasta Dental,364,45
2024-11-17,Cables USB,36,45
2024-11-17,Jabon,948,100
2024-11-17,Cremas,276,120
2024-11-17,Bufandas,42,65
2024-11-17,Toallas de Papel,587,25
2024-11-17,Tijeras,28,55
2024-11-17,Toallas Femeninas,260,70
2024-11-17,Ambientador,25,65
2024-11-17,Cloro,140,40
2024-11-17,Espejos,20,75
2024-11-17,Cargadores,13,85
2024-11-17,Trapeador,22,95
2024-11-17,Calcetines,80,35
2024-11-17,Algodon,80,20
2024-11-17,Focos,73,35
2024-11-18,Tijeras,40,55
2024-11-18,Bufandas,58,65
2024-11-18,Cepillo,266,50
2024-11-18,Pasta Dental,107,45
2024-11-18,Cables USB,59,45
2024-11-18,Servilletas,239,20
2024-11-18,Papel Higienico,425,35
2024-11-18,Aspirinas,129,35
2024-11-18,Shampoo,772,100
2024-11-18,Repelente de Insectos,58,55
2024-11-18,Sombreros,39,85
2024-11-18,Trapeador,45,95
2024-11-18,Cuadernos,136,45
2024-11-19,Alcohol,74,30
2024-11-19,Esponjas,57,15
2024-11-19,Mochilas,14,250
2024-11-19,Lapices,248,15
2024-11-19,Shampoo,887,100
2024-11-19,Velas,25,30
2024-11-19,Cortauñas,118,25
2024-11-19,Condones,565,170
2024-11-19,Fosforos,58,8
2024-11-19,Aspirinas,90,35
2024-11-19,Cuadernos,58,45
2024-11-19,Focos,65,35
2024-11-19,Detergente,244,75
2024-11-19,Enjuague Bucal,105,85
2024-11-19,Cables USB,42,45
2024-11-19,Protectores Solares,57,95
2024-11-19,Toallas de Papel,563,25
2024-11-19,Escoba,24,120
2024-11-20,Trapeador,50,95
2024-11-20,Velas,34,30
2024-11-20,Sombreros,30,85
2024-11-20,Maquillaje,41,95
2024-11-20,Paraguas,10,120
2024-11-20,Cremas,171,120
2024-11-20,Jabon,475,100
2024-11-20,Cortauñas,84,25
2024-11-20,Suavizante,89,65
2024-11-20,Detergente,135,75
2024-11-20,Toallas de Papel,340,25
2024-11-20,Alcohol,84,30
2024-11-20,Cubeta,24,150
2024-11-20,Escoba,10,120
2024-11-20,Espejos,38,75
2024-11-20,Condones,882,170
2024-11-20,Baterias,132,25
2024-11-20,Pasta Dental,304,45
2024-11-20,Cepillo,137,50
2024-11-21,Calcetines,140,35
2024-11-21,Cables USB,23,45
2024-11-21,Baterias,78,25
2024-11-21,Cremas,176,120
2024-11-21,Pasta Dental,187,45
2024-11-21,Escoba,10,120
2024-11-22,Cuadernos,83,45
2024-11-22,Algodon,117,20
2024-11-22,Shampoo,646,100
2024-11-22,Cloro,114,40
2024-11-22,Velas,51,30
2024-11-22,Protectores Solares,32,95
2024-11-22,Perfume,36,180
2024-11-22,Cremas,85,120
2024-11-22,Cinta Adhesiva,74,20
2024-11-22,Servilletas,190,20
2024-11-22,Repelente de Insectos,45,55
2024-11-22,Suavizante,145,65
2024-11-22,Paraguas,29,120
2024-11-22,Detergente,63,75
2024-11-22,Cables USB,48,45
2024-11-22,Desodorante,290,100
2024-11-22,Bufandas,20,65
2024-11-22,Baterias,101,25
2024-11-22,Esponjas,144,15
2024-11-22,Cubeta,13,150
2024-11-23,Tijeras,39,55
2024-11-23,Escoba,18,120
2024-11-23,Suavizante,149,65
2024-11-23,Mochilas,7,250
2024-11-23,Perfume,27,180
2024-11-23,Cremas,340,120
2024-11-23,Bufandas,24,65
2024-11-23,Cinta Adhesiva,109,20
2024-11-23,Alcohol,28,30
2024-11-23,Esponjas,169,15
2024-11-23,Focos,32,35
2024-11-23,Paraguas,30,120
2024-11-23,Condones,640,170
2024-11-23,Sombreros,39,85
2024-11-23,Shampoo,697,100
2024-11-23,Velas,22,30
2024-11-24,Bufandas,74,65
2024-11-24,Paraguas,40,120
2024-11-24,Cables USB,48,45
2024-11-24,Lapices,288,15
2024-11-24,Brochas,68,45
2024-11-24,Cortauñas,49,25
2024-11-24,Maquillaje,15,95
2024-11-24,Repelente de Insectos,34,55
2024-11-24,Jabon,192,100
2024-11-24,Guantes de Limpieza,56,35
2024-11-24,Peines,51,35
2024-11-24,Calcetines,233,35
2024-11-24,Ambientador,41,65
2024-11-24,Cloro,64,40
2024-11-24,Toallas de Papel,498,25
2024-11-24,Cubeta,20,150
2024-11-24,Espejos,22,75
2024-11-24,Trapeador,25,95
2024-11-24,Limpiavidrios,46,55
2024-11-24,Alcohol,53,30
2024-11-24,Cargadores,12,85
2024-11-25,Cables USB,39,45
2024-11-25,Protectores Solares,62,95
2024-11-25,Calcetines,155,35
2024-11-25,Algodon,62,20
2024-11-25,Toallas Femeninas,139,70
2024-11-25,Cremas,350,120
2024-11-25,Guantes,27,55
2024-11-25,Espejos,36,75
2024-11-26,Guantes de Limpieza,57,35
2024-11-26,Cepillo,127,50
2024-11-26,Shampoo,1000,100
2024-11-26,Trapeador,54,95
2024-11-26,Cargadores,23,85
2024-11-26,Cubeta,8,150
2024-11-26,Condones,632,170
2024-11-26,Cortauñas,110,25
2024-11-26,Limpiavidrios,24,55
2024-11-26,Cloro,42,40
2024-11-26,Lapices,242,15
2024-11-26,Cremas,173,120
2024-11-26,Baterias,45,25
2024-11-26,Maquillaje,38,95
2024-11-26,Toallas Femeninas,401,70
2024-11-26,Cables USB,47,45
2024-11-26,Escoba,28,120
2024-11-26,Cinta Adhesiva,108,20
2024-11-26,Detergente,194,75
2024-11-26,Bufandas,52,65
2024-11-26,Espejos,35,75
2024-11-27,Papel Higienico,702,35
2024-11-27,Guantes,25,55
2024-11-27,Pasta Dental,120,45
2024-11-27,Toallas Femeninas,467,70
2024-11-27,Sombreros,26,85
2024-11-27,Condones,784,170
2024-11-27,Tijeras,49,55
2024-11-27,Fosforos,42,8
2024-11-27,Trapeador,38,95
2024-11-27,Perfume,27,180
2024-11-28,Vitaminas,58,125
2024-11-28,Peines,77,35
2024-11-28,Cremas,390,120
2024-11-28,Condones,952,170
2024-11-28,Cubeta,11,150
2024-11-28,Servilletas,274,20
2024-11-28,Limpiavidrios,78,55
2024-11-28,Cinta Adhesiva,65,20
2024-11-28,Tijeras,44,55
2024-11-28,Brochas,54,45
2024-11-28,Ambientador,33,65
2024-11-28,Baterias,107,25
2024-11-28,Guantes de Limpieza,77,35
2024-11-28,Algodon,88,20
2024-11-28,Suavizante,126,65
2024-11-28,Cables USB,28,45
2024-11-28,Focos,40,35
2024-11-28,Curitas,55,25
2024-11-28,Mochilas,19,250
2024-11-29,Repelente de Insectos,45,55
2024-11-29,Fosforos,99,8
2024-11-29,Vitaminas,78,125
2024-11-29,Espejos,20,75
2024-11-29,Protectores Solares,21,95
2024-11-29,Cargadores,36,85
2024-11-29,Peines,27,35
2024-11-29,Suavizante,51,65
2024-11-29,Alcohol,51,30
2024-11-29,Jabon,386,100
2024-11-29,Lapices,127,15
2024-11-29,Calcetines,182,35
2024-11-29,Enjuague Bucal,170,85
2024-11-29,Focos,53,35
2024-11-29,Velas,49,30
2024-11-30,Tijeras,29,55
2024-11-30,Papel Higienico,562,35
2024-11-30,Toallas de Papel,209,25
2024-11-30,Guantes de Limpieza,58,35
2024-11-30,Repelente de Insectos,28,55
2024-11-30,Curitas,128,25
2024-11-30,Trapeador,43,95
2024-11-30,Mochilas,9,250
2024-12-01,Velas,56,30
2024-12-01,Escoba,47,120
2024-12-01,Lapices,138,15
2024-12-01,Enjuague Bucal,148,85
2024-12-01,Calcetines,108,35
2024-12-01,Toallas Femeninas,380,70
2024-12-01,Brochas,32,45
2024-12-01,Trapeador,42,95
2024-12-01,Peines,97,35
2024-12-01,Repelente de Insectos,15,55
2024-12-01,Sombreros,45,85
2024-12-01,Cables USB,29,45
2024-12-01,Protectores Solares,45,95
2024-12-01,Cuadernos,161,45
2024-12-01,Papel Higienico,340,35
2024-12-01,Paraguas,29,120
2024-12-01,Perfume,16,180
2024-12-01,Esponjas,111,15
2024-12-01,Aspirinas,123,35
2024-12-01,Focos,73,35
2024-12-01,Servilletas,218,20
2024-12-02,Guantes de Limpieza,39,35
2024-12-02,Jabon,866,100
2024-12-02,Aspirinas,100,35
2024-12-02,Curitas,76,25
2024-12-02,Espejos,13,75
2024-12-02,Cinta Adhesiva,148,20
2024-12-02,Desinfectante,97,45
2024-12-02,Alcohol,42,30
2024-12-02,Focos,51,35
2024-12-03,Papel Higienico,768,35
2024-12-03,Maquillaje,21,95
2024-12-03,Detergente,176,75
2024-12-03,Repelente de Insectos,44,55
2024-12-03,Bufandas,62,65
2024-12-03,Limpiavidrios,92,55
2024-12-03,Guantes de Limpieza,22,35
2024-12-03,Cuadernos,156,45
2024-12-03,Condones,728,170
2024-12-04,Cubeta,21,150
2024-12-04,Ambientador,82,65
2024-12-04,Cargadores,16,85
2024-12-04,Peines,90,35
2024-12-04,Mochilas,16,250
2024-12-04,Tijeras,44,55
2024-12-04,Escoba,22,120
2024-12-04,Cinta Adhesiva,123,20
2024-12-04,Jabon,510,100
2024-12-04,Fosforos,77,8
2024-12-04,Paraguas,39,120
2024-12-04,Esponjas,90,15
2024-12-04,Curitas,128,25
2024-12-04,Shampoo,530,100
2024-12-04,Algodon,103,20
2024-12-04,Toallas Femeninas,431,70
2024-12-04,Limpiavidrios,21,55
2024-12-05,Cuadernos,152,45
2024-12-05,Repelente de Insectos,32,55
2024-12-05,Alcohol,48,30
2024-12-05,Cloro,40,40
2024-12-05,Trapeador,42,95
2024-12-05,Maquillaje,31,95
2024-12-05,Pasta Dental,398,45
2024-12-05,Enjuague Bucal,110,85
2024-12-05,Sombreros,38,85
2024-12-05,Mochilas,16,250
2024-12-05,Cables USB,38,45
2024-12-05,Papel Higienico,499,35
2024-12-05,Escoba,37,120
2024-12-06,Lapices,316,15
2024-12-06,Brochas,72,45
2024-12-06,Escoba,32,120
2024-12-06,Tijeras,37,55
2024-12-06,Alcohol,57,30
2024-12-07,Trapeador,53,95
2024-12-07,Peines,69,35
2024-12-07,Condones,809,170
2024-12-07,Protectores Solares,42,95
2024-12-08,Cremas,192,120
2024-12-08,Desodorante,776,100
2024-12-08,Mochilas,14,250
2024-12-08,Espejos,28,75
2024-12-09,Cepillo,86,50
2024-12-09,Lapices,254,15
2024-12-09,Brochas,58,45
2024-12-09,Trapeador,36,95
2024-12-09,Fosforos,57,8
2024-12-09,Mochilas,5,250
2024-12-09,Espejos,34,75
2024-12-09,Enjuague Bucal,200,85
2024-12-09,Cuadernos,200,45
2024-12-09,Toallas Femeninas,204,70
2024-12-09,Toallas de Papel,557,25
2024-12-09,Curitas,63,25
2024-12-09,Aspirinas,136,35
2024-12-09,Cubeta,25,150
2024-12-09,Repelente de Insectos,34,55
2024-12-09,Protectores Solares,32,95
2024-12-09,Detergente,165,75
2024-12-10,Limpiavidrios,78,55
2024-12-10,Toallas Femeninas,128,70
2024-12-10,Peines,55,35
2024-12-10,Papel Higienico,759,35
2024-12-11,Peines,31,35
2024-12-11,Cinta Adhesiva,95,20
2024-12-11,Shampoo,415,100
2024-12-11,Tijeras,39,55
2024-12-11,Suavizante,144,65
2024-12-12,Condones,857,170
2024-12-12,Limpiavidrios,28,55
2024-12-12,Trapeador,17,95
2024-12-12,Desinfectante,56,45
2024-12-12,Toallas Femeninas,336,70
2024-12-12,Guantes,44,55
2024-12-12,Fosforos,119,8
2024-12-12,Aspirinas,103,35
2024-12-12,Peines,66,35
2024-12-12,Desodorante,424,100
2024-12-12,Maquillaje,38,95
2024-12-12,Cargadores,12,85
2024-12-12,Papel Higienico,417,35
2024-12-12,Brochas,62,45
2024-12-13,Cloro,107,40
2024-12-13,Toallas Femeninas,407,70
2024-12-13,Limpiavidrios,87,55
2024-12-13,Enjuague Bucal,184,85
2024-12-13,Escoba,23,120
2024-12-13,Cubeta,5,150
2024-12-13,Perfume,28,180
2024-12-13,Esponjas,77,15
2024-12-13,Servilletas,164,20
2024-12-13,Mochilas,10,250
2024-12-13,Cortauñas,64,25
2024-12-13,Algodon,74,20
2024-12-13,Pasta Dental,252,45
2024-12-13,Cargadores,18,85
2024-12-13,Bufandas,44,65
2024-12-13,Guantes,96,55
2024-12-13,Calcetines,104,35
2024-12-13,Suavizante,47,65
2024-12-14,Papel Higienico,398,35
2024-12-14,Tijeras,29,55
2024-12-14,Servilletas,259,20
2024-12-14,Maquillaje,39,95
2024-12-15,Perfume,18,180
2024-12-15,Bufandas,27,65
2024-12-15,Jabon,738,100
2024-12-15,Alcohol,49,30
2024-12-15,Toallas Femeninas,377,70
2024-12-15,Guantes,94,55
2024-12-15,Trapeador,18,95
2024-12-15,Cremas,245,120
2024-12-15,Guantes de Limpieza,21,35
2024-12-15,Baterias,110,25
2024-12-15,Lapices,135,15
2024-12-15,Servilletas,358,20
2024-12-15,Calcetines,279,35
2024-12-15,Desodorante,338,100
2024-12-15,Cargadores,39,85
2024-12-15,Protectores Solares,24,95
2024-12-15,Cepillo,225,50
2024-12-15,Cinta Adhesiva,128,20
2024-12-15,Enjuague Bucal,199,85
2024-12-15,Cloro,47,40
2024-12-15,Peines,43,35
2024-12-15,Aspirinas,171,35
2024-12-15,Velas,20,30
2024-12-16,Guantes,34,55
2024-12-16,Toallas de Papel,341,25
2024-12-16,Brochas,30,45
2024-12-16,Maquillaje,29,95
2024-12-16,Fosforos,60,8
2024-12-16,Ambientador,49,65
2024-12-16,Condones,944,170
2024-12-16,Desinfectante,100,45
2024-12-16,Cepillo,272,50
2024-12-16,Aspirinas,197,35
2024-12-16,Perfume,39,180
2024-12-16,Vitaminas,40,125
2024-12-16,Suavizante,183,65
2024-12-16,Guantes de Limpieza,66,35
2024-12-17,Desodorante,361,100
2024-12-17,Desinfectante,84,45
2024-12-17,Fosforos,85,8
2024-12-17,Cubeta,7,150
2024-12-17,Vitaminas,53,125
2024-12-17,Detergente,186,75
2024-12-17,Cables USB,41,45
2024-12-17,Cargadores,34,85
2024-12-17,Pasta Dental,370,45
2024-12-17,Velas,71,30
2024-12-17,Toallas Femeninas,382,70
2024-12-17,Algodon,65,20
2024-12-17,Mochilas,13,250
2024-12-17,Bufandas,21,65
2024-12-17,Trapeador,42,95
2024-12-17,Brochas,69,45
2024-12-17,Perfume,21,180
2024-12-17,Focos,100,35
2024-12-17,Repelente de Insectos,19,55
2024-12-17,Toallas de Papel,564,25
2024-12-17,Peines,53,35
2024-12-17,Protectores Solares,47,95
2024-12-17,Espejos,14,75
2024-12-17,Enjuague Bucal,68,85
2024-12-17,Cinta Adhesiva,83,20
2024-12-18,Lapices,196,15
2024-12-18,Focos,74,35
2024-12-18,Curitas,134,25
2024-12-18,Esponjas,140,15
2024-12-18,Aspirinas,90,35
2024-12-18,Jabon,626,100
2024-12-18,Toallas de Papel,155,25
2024-12-18,Maquillaje,16,95
2024-12-18,Shampoo,480,100
2024-12-18,Perfume,18,180
2024-12-18,Algodon,32,20
2024-12-18,Fosforos,36,8
2024-12-18,Espejos,11,75
2024-12-18,Mochilas,12,250
2024-12-19,Repelente de Insectos,58,55
2024-12-19,Vitaminas,100,125
2024-12-19,Guantes de Limpieza,33,35
2024-12-19,Alcohol,49,30
2024-12-19,Perfume,12,180
2024-12-19,Ambientador,51,65
2024-12-19,Brochas,42,45
2024-12-19,Detergente,165,75
2024-12-19,Escoba,14,120
2024-12-19,Jabon,571,100
2024-12-19,Esponjas,54,15
2024-12-19,Cremas,131,120
2024-12-19,Condones,831,170
2024-12-19,Cinta Adhesiva,92,20
2024-12-19,Enjuague Bucal,164,85
2024-12-19,Servilletas,371,20
2024-12-19,Maquillaje,51,95
2024-12-19,Shampoo,542,100
2024-12-19,Tijeras,22,55
2024-12-19,Lapices,172,15
2024-12-19,Algodon,37,20
2024-12-19,Espejos,10,75
2024-12-19,Aspirinas,169,35
2024-12-19,Cubeta,13,150
2024-12-19,Focos,54,35
2024-12-20,Shampoo,808,100
2024-12-20,Enjuague Bucal,117,85
2024-12-20,Vitaminas,38,125
2024-12-20,Maquillaje,26,95
2024-12-20,Sombreros,20,85
2024-12-20,Cables USB,16,45
2024-12-20,Alcohol,80,30
2024-12-20,Espejos,14,75
2024-12-20,Cortauñas,64,25
2024-12-20,Cargadores,32,85
2024-12-20,Algodon,73,20
2024-12-20,Curitas,51,25
2024-12-20,Escoba,12,120
2024-12-20,Repelente de Insectos,30,55
2024-12-20,Mochilas,7,250
2024-12-20,Velas,35,30
2024-12-20,Aspirinas,143,35
2024-12-20,Toallas de Papel,299,25
2024-12-20,Brochas,65,45
2024-12-20,Protectores Solares,49,95
2024-12-21,Maquillaje,29,95
2024-12-21,Mochilas,18,250
2024-12-21,Trapeador,52,95
2024-12-21,Cortauñas,85,25
2024-12-21,Alcohol,35,30
2024-12-21,Bufandas,79,65
2024-12-21,Cuadernos,87,45
2024-12-21,Esponjas,81,15
2024-12-21,Calcetines,230,35
2024-12-21,Protectores Solares,70,95
2024-12-21,Peines,28,35
2024-12-21,Vitaminas,60,125
2024-12-21,Cloro,141,40
2024-12-21,Servilletas,327,20
2024-12-21,Ambientador,60,65
2024-12-21,Velas,41,30
2024-12-21,Guantes,39,55
2024-12-21,Guantes de Limpieza,45,35
2024-12-21,Baterias,123,25
2024-12-22,Brochas,34,45
2024-12-22,Trapeador,31,95
2024-12-22,Tijeras,37,55
2024-12-22,Focos,96,35
2024-12-22,Cortauñas,105,25
2024-12-22,Limpiavidrios,55,55
2024-12-23,Mochilas,14,250
2024-12-23,Escoba,11,120
2024-12-23,Repelente de Insectos,58,55
2024-12-23,Espejos,37,75
2024-12-23,Desinfectante,103,45
2024-12-23,Protectores Solares,76,95
2024-12-23,Perfume,27,180
2024-12-23,Alcohol,53,30
2024-12-23,Toallas Femeninas,249,70
2024-12-23,Limpiavidrios,46,55
2024-12-23,Esponjas,108,15
2024-12-23,Cortauñas,77,25
2024-12-23,Cloro,137,40
2024-12-23,Baterias,139,25
2024-12-23,Vitaminas,34,125
2024-12-23,Paraguas,11,120
2024-12-23,Jabon,358,100
2024-12-23,Cremas,368,120
2024-12-23,Lapices,186,15
2024-12-23,Shampoo,596,100
2024-12-23,Guantes de Limpieza,70,35
2024-12-23,Maquillaje,22,95
2024-12-23,Calcetines,81,35
2024-12-24,Cepillo,224,50
2024-12-24,Maquillaje,27,95
2024-12-24,Toallas Femeninas,304,70
2024-12-24,Pasta Dental,275,45
2024-12-24,Algodon,65,20
2024-12-24,Tijeras,35,55
2024-12-24,Brochas,73,45
2024-12-24,Trapeador,30,95
2024-12-24,Perfume,35,180
2024-12-24,Ambientador,27,65
2024-12-24,Cubeta,18,150
2024-12-24,Calcetines,204,35
2024-12-24,Condones,631,170
2024-12-24,Vitaminas,61,125
2024-12-24,Cremas,231,120
2024-12-24,Curitas,129,25
2024-12-24,Detergente,99,75
2024-12-24,Peines,34,35
2024-12-24,Suavizante,41,65
2024-12-24,Esponjas,133,15
2024-12-24,Lapices,283,15
2024-12-24,Desodorante,256,100
2024-12-24,Baterias,92,25
2024-12-24,Cloro,130,40
2024-12-25,Sombreros,47,85
2024-12-25,Espejos,32,75
2024-12-26,Velas,30,30
2024-12-26,Cuadernos,106,45
2024-12-26,Bufandas,56,65
2024-12-27,Desinfectante,111,45
2024-12-27,Enjuague Bucal,129,85
2024-12-27,Escoba,21,120
2024-12-27,Ambientador,72,65
2024-12-27,Lapices,323,15
2024-12-27,Cepillo,297,50
2024-12-27,Condones,901,170
2024-12-27,Bufandas,56,65
2024-12-27,Mochilas,13,250
2024-12-27,Suavizante,63,65
2024-12-27,Cortauñas,107,25
2024-12-27,Cargadores,15,85
2024-12-28,Mochilas,9,250
2024-12-28,Aspirinas,104,35
2024-12-29,Enjuague Bucal,159,85
2024-12-29,Guantes de Limpieza,56,35
2024-12-29,Lapices,373,15
2024-12-29,Desodorante,210,100
2024-12-29,Perfume,35,180
2024-12-29,Vitaminas,80,125
2024-12-29,Esponjas,120,15
2024-12-29,Cepillo,52,50
2024-12-29,Cloro,95,40
2024-12-29,Curitas,146,25
2024-12-29,Sombreros,40,85
2024-12-29,Escoba,46,120
2024-12-29,Tijeras,40,55
2024-12-29,Cargadores,38,85
2024-12-29,Condones,957,170
2024-12-29,Servilletas,230,20
2024-12-29,Guantes,99,55
2024-12-29,Cables USB,35,45
2024-12-29,Protectores Solares,63,95
2024-12-29,Paraguas,13,120
2024-12-29,Baterias,120,25
2024-12-29,Peines,91,35
2024-12-29,Velas,79,30
2024-12-29,Shampoo,553,100
2024-12-29,Ambientador,81,65
2024-12-30,Baterias,76,25
2024-12-30,Shampoo,721,100
2024-12-30,Sombreros,46,85
2024-12-30,Velas,72,30
2024-12-30,Espejos,32,75
2024-12-30,Guantes,62,55
2024-12-30,Algodon,38,20
2024-12-30,Focos,45,35
2024-12-30,Protectores Solares,51,95
2024-12-30,Cables USB,25,45
2024-12-31,Guantes de Limpieza,64,35
2024-12-31,Escoba,34,120
2025-01-01,Espejos,34,75
2025-01-01,Mochilas,18,250
2025-01-01,Cremas,215,120
2025-01-01,Trapeador,52,95
2025-01-01,Detergente,227,75
2025-01-01,Brochas,71,45
2025-01-01,Cubeta,16,150
2025-01-01,Servilletas,162,20
2025-01-01,Paraguas,17,120
2025-01-01,Toallas Femeninas,420,70
2025-01-01,Desodorante,596,100
2025-01-01,Suavizante,116,65
2025-01-01,Curitas,145,25
2025-01-01,Peines,74,35
2025-01-01,Calcetines,110,35
2025-01-02,Esponjas,87,15
2025-01-02,Espejos,25,75
2025-01-02,Brochas,79,45
2025-01-02,Jabon,489,100
2025-01-02,Ambientador,36,65
2025-01-02,Desinfectante,114,45
2025-01-02,Desodorante,117,100
2025-01-02,Focos,69,35
2025-01-02,Perfume,38,180
2025-01-02,Cremas,344,120
2025-01-02,Curitas,140,25
2025-01-02,Cortauñas,65,25
2025-01-02,Sombreros,15,85
2025-01-02,Cuadernos,90,45
2025-01-02,Suavizante,104,65
2025-01-02,Paraguas,14,120
2025-01-02,Cepillo,202,50
2025-01-02,Trapeador,48,95
2025-01-02,Enjuague Bucal,118,85
2025-01-02,Repelente de Insectos,52,55
2025-01-02,Limpiavidrios,29,55
2025-01-02,Condones,643,170
2025-01-02,Protectores Solares,36,95
2025-01-02,Escoba,11,120
2025-01-03,Baterias,46,25
2025-01-03,Desinfectante,119,45
2025-01-03,Toallas Femeninas,406,70
2025-01-03,Limpiavidrios,33,55
